produit,code-barres,categorie,sous_categorie,justification
MIXA CREME CICA REPAIR POT 400ML,000032868,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-MIXA »)"
MIXA CREME NIACINAMIDE POT 400ML,000032869,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-MIXA »)"
MIXA LAIT CICA REPAIR 250ML,000032870,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-MIXA »)"
MIXA LAIT NIACINAMIDE 250ML,000032871,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-MIXA »)"
MIXA NETTOYANT CONFORT ANTI-TERNE 150ML,000032976,Soins du visage,Nettoyants visage,"« NETTOYANT CONFORT ANTI-TERNE 150ML » — mot « NETTOYANT » explicite, format 150ML typique d'un nettoyant visage (proposition validée par le client, confiance : Élevée)"
MIXA NETTOYANT CONFORT ANTI-SECHERESSE 150ML,000032978,Soins du visage,Nettoyants visage,"« NETTOYANT CONFORT ANTI-SECHERESSE 150ML » — même gamme que le produit voisin, mot « NETTOYANT » explicite (proposition validée par le client, confiance : Élevée)"
MKL GEL DOUCH LAIT D'ANNESS GERS,000023723,Hygiène & savons,Gels & huiles de douche,mention « gel douche / huile de douche » (rayon PDF « HC-MKL »)
MKL GEL DOUCH MONOI TAHITI,000023724,Hygiène & savons,Gels & huiles de douche,mention « gel douche / huile de douche » (rayon PDF « HC-MKL »)
MKL GEL DOUCH BIO ARGAN 1L,000023721,Hygiène & savons,Gels & huiles de douche,mention « gel douche / huile de douche » (rayon PDF « HC-MKL »)
MKL HUIL CORPS ALOE VERA BIO 200ML,000023726,Soins du corps,Huiles corps,"« HUIL CORPS ALOE VERA BIO 200ML » — mot « CORPS » explicitement présent ; non détecté ici car « HUIL » sans le « E » final (proposition validée par le client, confiance : Élevée)"
MKL GEL DOUCH NOIX COCO SS SAV,000023725,Hygiène & savons,Gels & huiles de douche,mention « gel douche / huile de douche » (rayon PDF « HC-MKL »)
MKL CREM MAIN BIO COCO 50ML,000023715,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-MKL »)"
MKL BAUM LEVRE BIO CITRON 4G,000032895,Soins du visage,Baumes à lèvres,mention « lèvres / baume à lèvres » (rayon PDF « HC-MKL »)
MKL BAUM LEVRE BIO COCO 4G,000032896,Soins du visage,Baumes à lèvres,mention « lèvres / baume à lèvres » (rayon PDF « HC-MKL »)
MKL BAUM LRVRE BIO KARITE 4G,000032898,Soins du visage,Baumes à lèvres,coquille source « LRVRE » = lèvre — cohérence avec le reste de la gamme MKL baumes lèvres (mêmes réf. 4G)
MKL BAUM LEVRE BIO NEUTRE 4G,000032897,Soins du visage,Baumes à lèvres,mention « lèvres / baume à lèvres » (rayon PDF « HC-MKL »)
MKL CREM MAIN BIO ABRICOT 50ML,000032899,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-MKL »)"
MKL CREM VISAGE ANTI RIDES LAIT D.ANNES BIOO,000023716,Soins du visage,Crèmes visage,mention « visage / crème jour-nuit » (rayon PDF « HC-MKL »)
MARIE ROSE SHAMP ANTI PPOUX&LENTE 125ML,000022856,Soins capillaires,Anti-poux,"mention « poux / lentes » (rayon PDF « HC-MNO » = bac alphabétique de rangement, non pertinent pour la catégorie)"
NEUTRAD (S-D) SAVON SURGRAS 200G LOT/3 CH,000032686,Hygiène & savons,Savons solides,"mention « savon » (rayon PDF « HC-MNO » = bac alphabétique de rangement, non pertinent pour la catégorie)"
MALIBU LOTION LAIT SOLAIRE SPF 20 FL/200ML,000031907,Solaires,,"mention SPF/solaire/après-soleil (rayon PDF « HC-MNO » = bac alphabétique de rangement, non pertinent pour la catégorie)"
MALIBU LOTION SOLAIRE SPF 30 FL/200ML,000031906,Solaires,,"mention SPF/solaire/après-soleil (rayon PDF « HC-MNO » = bac alphabétique de rangement, non pertinent pour la catégorie)"
MALIBU LOTION LAIT SPF 30 SPRAY FL/200ML,000031908,Solaires,,"mention SPF/solaire/après-soleil (rayon PDF « HC-MNO » = bac alphabétique de rangement, non pertinent pour la catégorie)"
MDL SAVON VEGETAL ANTI ACNE 150G,000022744,Hygiène & savons,Savons solides,"mention « savon » (rayon PDF « HC-MNO » = bac alphabétique de rangement, non pertinent pour la catégorie)"
MDL SAVON VEGETAL ANTISEPTIQUE 150G,000021502,Hygiène & savons,Savons solides,"mention « savon » (rayon PDF « HC-MNO » = bac alphabétique de rangement, non pertinent pour la catégorie)"
NEUTROGENA CALME CURCUMA BRUME 1APAIS SPRAY 125ML,000032299,Parfumerie,,"mention EDP/EDT/brume/parfum (rayon PDF « HC-MNO » = bac alphabétique de rangement, non pertinent pour la catégorie)"
NEUTROGENA DEEP CLEAN GEL EXFOLIANT 150ML,000032301,Soins du visage,Nettoyants visage,"mention nettoyant/démaquillant visage (rayon PDF « HC-MNO » = bac alphabétique de rangement, non pertinent pour la catégorie)"
MALIBU LAIT APRES SOLEIL SPRAY FL/200ML,000031909,Solaires,,"mention SPF/solaire/après-soleil (rayon PDF « HC-MNO » = bac alphabétique de rangement, non pertinent pour la catégorie)"
NEUTROGENA GEL EXFOLIANT ANTIBRIL CIT VERT 150ML,000032305,Soins du corps,Gommages & exfoliants,"mention « gommage / exfoliant » (rayon PDF « HC-MNO » = bac alphabétique de rangement, non pertinent pour la catégorie)"
OXYPROLANE LAIT DE CORPS 500ML,000032979,Soins du corps,Laits & crèmes corps,"mention « lait / crème corps / lotion » (rayon PDF « HC-MNO » = bac alphabétique de rangement, non pertinent pour la catégorie)"
OXYPROLANE SAVON ECLAT DU TEINT 220G,000032980,Hygiène & savons,Savons solides,"mention « savon » (rayon PDF « HC-MNO » = bac alphabétique de rangement, non pertinent pour la catégorie)"
NIVEA LAIT PERFECT ET RADIANT FL/400ML,000031883,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-NIVEA »)"
NIVEA LABELLO FRAISE STICK 4.8G,000032774,Soins du visage,Baumes à lèvres,"« LABELLO...STICK 4.8G » — Labello est une gamme de soins des lèvres, format stick classique (proposition validée par le client, confiance : Élevée)"
NIVEA LAIT NATURAL GLOW FL/250ML,000031886,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-NIVEA »)"
NIVEA GEL ANTI BLEMISH,000031476,Soins du visage,Soins ciblés (imperfections/acné),"« GEL ANTI BLEMISH » = gel anti-imperfections, traitement ciblé habituellement visage (proposition validée par le client, confiance : Moyenne)"
NIVEA DEMAQILLANT DOUX 125ML,000031315,Soins du visage,Nettoyants visage,mention nettoyant/démaquillant visage (rayon PDF « HC-NIVEA »)
NIVEA DEMAQILLANT YEUX 125ML,000031316,Soins du visage,Nettoyants visage,mention nettoyant/démaquillant visage (rayon PDF « HC-NIVEA »)
NIVEA GEL NET FRAICHEUR PM,000031322,Soins du visage,Nettoyants visage,mention nettoyant/démaquillant visage (rayon PDF « HC-NIVEA »)
NIVEA LAIT DEMAQ VISAGE ET YEUX200ML,000031326,Soins du visage,Nettoyants visage,mention nettoyant/démaquillant visage (rayon PDF « HC-NIVEA »)
POUXIT (S) XF LOT POUX&LENTES/100ML,000022732,Soins capillaires,Anti-poux,"mention « poux / lentes » (rayon PDF « HC-PQR » = bac alphabétique de rangement, non pertinent pour la catégorie)"
PARASIDOSE SOIN TRAITANT F/100ML,000029428,Soins capillaires,Anti-poux,"mention « poux / lentes » (rayon PDF « HC-PQR » = bac alphabétique de rangement, non pertinent pour la catégorie)"
PETIT OL CHVX SECS OLIV/KAR/ARG SH250ML,000032775,Soins capillaires,Huiles & soins cheveux,"mention cheveux/pousse cheveux (rayon PDF « HC-PQR » = bac alphabétique de rangement, non pertinent pour la catégorie)"
SHIELD POUDRE 200G,000032843,Hygiène & savons,Poudres & talcs,"mention « poudre / talc » (rayon PDF « HC-PQR » = bac alphabétique de rangement, non pertinent pour la catégorie)"
PARA SPRAY ENVIRONN POUX 250ML,000031773,Soins capillaires,Anti-poux,"mention « poux / lentes » (rayon PDF « HC-PQR » = bac alphabétique de rangement, non pertinent pour la catégorie)"
PALMA SAVON FLEUR D'ORANGER 100G,000029383,Hygiène & savons,Savons solides,"mention « savon » (rayon PDF « HC-PQR » = bac alphabétique de rangement, non pertinent pour la catégorie)"
SIVODERM LOTION ANTI ACNE,000031520,Soins du visage,Soins ciblés (imperfections/acné),"gamme dermo-cosmétique anti-imperfections/acné (rayon PDF « HC-STU » = bac alphabétique de rangement, non pertinent pour la catégorie)"
SAVON DE MARSEILLE AMANDE DOUCE 4 X 200GRS,000031357,Hygiène & savons,Savons solides,"mention « savon » (rayon PDF « HC-STU » = bac alphabétique de rangement, non pertinent pour la catégorie)"
SAVON DE MARSEILLE GLYCERINE 4 X 200 GRS,000031358,Hygiène & savons,Savons solides,"mention « savon » (rayon PDF « HC-STU » = bac alphabétique de rangement, non pertinent pour la catégorie)"
SVR SEBIACLEA CRM SPF50/40ML,000023742,Solaires,,"mention SPF/solaire/après-soleil (rayon PDF « HC-STU » = bac alphabétique de rangement, non pertinent pour la catégorie)"
SAVON PETIT MARSEILLE OLIVE 4X100G,000031360,Hygiène & savons,Savons solides,"mention « savon » (rayon PDF « HC-STU » = bac alphabétique de rangement, non pertinent pour la catégorie)"
SEBIONEX GEL MOUS PURIF 200ML,000029980,Soins du visage,Soins ciblés (imperfections/acné),"gamme dermo-cosmétique anti-imperfections/acné (rayon PDF « HC-STU » = bac alphabétique de rangement, non pertinent pour la catégorie)"
SEBIONEX HYDRA CRM/40ML,000021562,Soins du visage,Soins ciblés (imperfections/acné),"gamme dermo-cosmétique anti-imperfections/acné (rayon PDF « HC-STU » = bac alphabétique de rangement, non pertinent pour la catégorie)"
SIVODERM GEL LAVANT EXPERT,000031573,Soins du visage,Nettoyants visage,"« GEL LAVANT EXPERT » — gamme Sivoderm (soins anti-acné), gel lavant généralement utilisé en nettoyant visage (proposition validée par le client, confiance : Moyenne)"
SIVODERM SAVON EXPERT,000031575,Hygiène & savons,Savons solides,"mention « savon » (rayon PDF « HC-STU » = bac alphabétique de rangement, non pertinent pour la catégorie)"
SVR DENTISIUM CR RICHE 50ML,000023740,Soins du visage,Crèmes visage,"appartient à la même sous-gamme SVR Dentisium que « SVR DENTISIUM CONTOUR YEUX 15ML » (code-barres voisin 000023739), déjà classé Soins du visage > Contour des yeux — crème riche 50ML vraisemblablement le soin visage complémentaire (proposition validée par le client, confiance : Moyenne)"
SVR DENTISIUM CONTOUR YEUX 15ML,000023739,Soins du visage,Contour des yeux,"mention « contour des yeux » (rayon PDF « HC-STU » = bac alphabétique de rangement, non pertinent pour la catégorie)"
SENSITELIAL (S) SOIN EMOL/500ML,000030024,Soins du corps,Laits & crèmes corps,"« SOIN EMOL[LIENT]/500ML » — grand format 500ML, cohérent avec un soin émollient corps plutôt qu'un soin visage (proposition validée par le client, confiance : Moyenne)"
SHIELD HUILE 200ML,000032840,Soins du corps,Huiles corps,"mention « huile » (rayon PDF « HC-STU » = bac alphabétique de rangement, non pertinent pour la catégorie)"
SHIELD SHAMPOING 200ML,000032844,Soins capillaires,Shampoings & après-shampoings,"mention « shampoing » (rayon PDF « HC-STU » = bac alphabétique de rangement, non pertinent pour la catégorie)"
SEBIONEX TRIO ANTI IMP CR T/40ML,000022049,Soins du visage,Soins ciblés (imperfections/acné),"gamme dermo-cosmétique anti-imperfections/acné (rayon PDF « HC-STU » = bac alphabétique de rangement, non pertinent pour la catégorie)"
TOPICREM MELA LAIT UNIF 200ML,000032550,Soins du corps,Soins éclaircissants / anti-taches,mention « anti-tache / éclaircissant (ECL) / unifiant » (rayon PDF « HC-TOPIC »)
TOPICREM ULTRA HYDR HUILE DOUCE F/1L,000032046,Soins du corps,Huiles corps,mention « huile » (rayon PDF « HC-TOPIC »)
TOPICREM MELA SERUM INT ANTITACCHE ECLAT 30ML,000025527,Soins du visage,Sérums,mention « sérum » (rayon PDF « HC-TOPIC »)
TOPICREM PACK MELA ROUTINE VISAGE 3PCS,000032820,Soins du visage,Crèmes visage,mention « visage / crème jour-nuit » (rayon PDF « HC-TOPIC »)
TOPICREM (S) CICA CRM REPAR 40ML,000030530,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-TOPIC »)"
TOPICREM (S) EMULS CORPS ULT HYD 500ML,000030531,Soins du corps,Laits & crèmes corps,"« EMULS CORPS ULT HYD 500ML » — mot « CORPS » explicitement présent (proposition validée par le client, confiance : Élevée)"
TOPICREM (S) MELA PAIN EXF. 150G,000023037,Soins du corps,Gommages & exfoliants,mention « gommage / exfoliant » (rayon PDF « HC-TOPIC »)
TOPICREM (S) DA BAUME EMOL VIS&CORP 500ML,000030533,Soins du corps,Baumes corps,"mention « baume » (corps, hors lèvres déjà classées) (rayon PDF « HC-TOPIC »)"
TOPICREM AC CRM COMP. 40ML,000024157,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-TOPIC »)"
TOPICREM AC GEL NET PURIF 200ML,000030534,Soins du visage,Nettoyants visage,mention nettoyant/démaquillant visage (rayon PDF « HC-TOPIC »)
TOPICREM AC GEL NET PURIF 400ML,000022489,Soins du visage,Nettoyants visage,mention nettoyant/démaquillant visage (rayon PDF « HC-TOPIC »)
TOPICREM BB LAIT HYDRAT 500ML,000030539,Bébé & maternité,,"produit/marque bébé (BB, Baby, Biolane, Babymed, Corine de Farm, lingettes) (rayon PDF « HC-TOPIC »)"
TOPICREM GEL NETT DOUCH F/500ML,000024017,Soins du visage,Nettoyants visage,mention nettoyant/démaquillant visage (rayon PDF « HC-TOPIC »)
TOPICREM LAIT ULT HYD DUO 2X500ML (D),000021582,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-TOPIC »)"
TOPICREM MELA CRM NUIT 40ML,000030555,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-TOPIC »)"
TOPICREM STICK LEVRE ULT HYD 4G,000022805,Soins du visage,Baumes à lèvres,mention « lèvres / baume à lèvres » (rayon PDF « HC-TOPIC »)
URIAGE CRM MAIN T/50ML,000030706,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-URIAG »)"
URIAGE GEL SURGRAS DERMATO 500ML (S),000030709,Hygiène & savons,Gels & huiles de douche,"« GEL SURGRAS DERMATO 500ML » — grand format 500ML typique d'un gel lavant corps/famille plutôt que d'un soin visage ciblé (proposition validée par le client, confiance : Moyenne)"
URIAGE GYN-PHY GEL INT./200ML,000030710,Hygiène & savons,Hygiène intime,"« GYN-PHY GEL INT./200ML » — « GYN » et « INT. » (intime) explicites, gel d'hygiène intime (proposition validée par le client, confiance : Élevée)"
URIAGE HYSEAC 3-REGUL CRM/40ML (S),000030711,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-URIAG »)"
URIAGE LAIT VELOUTE CORPS 500ML (S),000030717,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-URIAG »)"
URIAGE STICK LEVRES TB 4G,000030718,Soins du visage,Baumes à lèvres,mention « lèvres / baume à lèvres » (rayon PDF « HC-URIAG »)
URIAGE DEO PUIS 3ROLL ON 50ML,000032242,Déodorants,,mention « déo / roll-on » (rayon PDF « HC-URIAG »)
URIAGE XEMOSE BAUE OLEO EX LAIT 500ML,000032246,Soins du corps,Laits & crèmes corps,mention « lait / crème corps / lotion » (rayon PDF « HC-URIAG »)
URIAGE 1ER LAIT HYDR VIS/ CORP FL500ML,000032250,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-URIAG »)"
URIAGE HYSEAC FLUIDE SPF50+ 50ML,000031167,Solaires,,mention SPF/solaire/après-soleil (rayon PDF « HC-URIAG »)
VIDOXA LAIT HYDRATANT UNIFIANT - 400ML,000032561,Soins du corps,Soins éclaircissants / anti-taches,mention « anti-tache / éclaircissant (ECL) / unifiant » (rayon PDF « HC-VIDOX »)
VIDOXA SERUM ANTI TACHES - 30ML,000032562,Soins du visage,Sérums,mention « sérum » (rayon PDF « HC-VIDOX »)
VIDOXA CREME NUIT REGENERANT UNIFIANT - 30ML,000032565,Soins du visage,Crèmes visage,mention « visage / crème jour-nuit » (rayon PDF « HC-VIDOX »)
VIDOXA ANTI IMPERFECTIONS - 30ML,000032566,Soins du visage,Soins ciblés (imperfections/acné),gamme dermo-cosmétique anti-imperfections/acné (rayon PDF « HC-VIDOX »)
VIDOXA SAVON EXFOLIANT - 200G,000032567,Hygiène & savons,Savons solides,mention « savon » (rayon PDF « HC-VIDOX »)
VIDOXA FLUIDE JOUR/30ML,000030857,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-VIDOX »)"
VEGEBOM (S-D) SAV PURIF PAIN 100G,000030795,Hygiène & savons,Savons solides,"« SAV PURIF PAIN 100G » — « SAV » = savon, « PAIN » = format pain, explicite (proposition validée par le client, confiance : Élevée)"
VEGEBOM SAV SURGRAS 100G,000030803,Hygiène & savons,Savons solides,"« SAV SURGRAS 100G » — « SAV » = savon, format pain 100G, explicite (proposition validée par le client, confiance : Élevée)"
VASELINE LAIT COCOA GLOW FL/400ML,000031891,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-VWX » = bac alphabétique de rangement, non pertinent pour la catégorie)"
VERGETEX CR ANTI VERGETURE T/100G,000032409,Soins du corps,Anti-vergetures,"mention « vergetures » (rayon PDF « HC-VWX » = bac alphabétique de rangement, non pertinent pour la catégorie)"
SHIELD VASELINE 100ML,000032848,Soins du corps,Baumes corps,"« VASELINE 100ML » — gelée de vaseline, protecteur cutané corps d'usage général (proposition validée par le client, confiance : Élevée)"
WILLIAMS GEL A RASER 3JOURS 200ML,000030941,Rasage & dépilation,,"mention « raser / dépilatoire » (rayon PDF « HC-VWX » = bac alphabétique de rangement, non pertinent pour la catégorie)"
VALDA LAIT ADOUC BEURRE DE KARITE 250ML,000021623,Soins du corps,Laits & crèmes corps,"mention crème/lait/lotion/fluide (forme générique, sans autre précision) (rayon PDF « HC-VWX » = bac alphabétique de rangement, non pertinent pour la catégorie)"
IAP EDP NX23 FL/150ML BURBERRY PARFUM,000031517,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP N°52 FL30ML FRASCO,000033019,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
PARIS CHIC EDP 100ML,000031348,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP N° 57 FL30ML FRASCO,000033018,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP N°75 FL30ML FRASCO,000033020,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP N)76 FL30ML FRASCO,000033017,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP N°32 + FL30ML FRASCO,000033026,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP MINI N°40 BLACK OPIUM 50ML,000033028,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
SAPHIR DORIENT EDP 50ML,000031355,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
UDV EAU DE PARFUM VARENSIA WHITE 50ML,000031369,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
BRUMES EXOTIQUES ORIENT - 250ML,000032568,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
BRUMES EXOTIQUES TAHITI,000032569,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
BRUMES EXOTIQUES PROVENCE,000032570,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
UDV EAU DE TOILETTE ORIENT ELIXIR 60ML,000031381,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
DOVE DEO GO FRESH CONCOMBRE/250ML,000026944,Déodorants,,mention « déo / roll-on » (rayon PDF « PARFUME »)
DOVE DEO ROLL ON ORIGINAL/50ML,000026952,Déodorants,,mention « déo / roll-on » (rayon PDF « PARFUME »)
DOVE DEO ORIGINAL/250ML,000026955,Déodorants,,mention « déo / roll-on » (rayon PDF « PARFUME »)
BIEN ETRE LAVANDE FL/250ML,000033135,Parfumerie,Eaux de parfum / toilette,rayon PDF « PARFUME »
ETIAXIL DETRANSPIRANT PEAUX SENS 15ML,000027157,Parfumerie,Eaux de parfum / toilette,rayon PDF « PARFUME »
202 TERRE D'HERMES 50ML,000032787,Parfumerie,Eaux de parfum / toilette,rayon PDF « PARFUME »
101 COCO MADAME 50ML,000032784,Parfumerie,Eaux de parfum / toilette,rayon PDF « PARFUME »
102 LA VIE EST BELLE MAYANA 50ML,000032785,Parfumerie,Eaux de parfum / toilette,rayon PDF « PARFUME »
103 BLACK OPIUM MAYANA 50ML,000032786,Parfumerie,Eaux de parfum / toilette,rayon PDF « PARFUME »
OUD ISPAHAN MAYANA 50ML,000032794,Parfumerie,Eaux de parfum / toilette,rayon PDF « PARFUME »
BRUME DAKAR MAYANA 150ML,000032789,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
BRUME KAOLACK MAYANA 150ML,000032790,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
BRUME THIES MAYANA 150ML,000032792,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
BRUME SAINT LOUIS MAYANA 150ML,000032791,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
BRUME ZIGUINCHOR MAYANA 150ML,000032793,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
COTTON MUSK ORI EDP 100ML,000031263,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP (D) Nø11 BE DELICIOUS 150ML,000027891,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
MAYANA 204 ONE M PR 50ML,000031440,Parfumerie,Eaux de parfum / toilette,rayon PDF « PARFUME »
IAP EDP (D) Nø15 NARCIS R. (MINI) 50ML,000027892,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP (D) Nø16 COCO CHANNEL (MINI) 50ML,000027893,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
NIVEA DEO ROLL DRY IMPACT 50ML,000028969,Déodorants,,mention « déo / roll-on » (rayon PDF « PARFUME »)
NIVEA DEO ROLL DEEP DARKWOOD 72H 50ML,000028971,Déodorants,,mention « déo / roll-on » (rayon PDF « PARFUME »)
NIVEA DEO ROLL FRESH NATUREL 48H 50ML,000028972,Déodorants,,mention « déo / roll-on » (rayon PDF « PARFUME »)
IAP EDP (D) Nø30 LA VIE EST BELLE (MINI) 50ML,000021128,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP (D) NØ30 LA VIE EST BELLE 150ML,000027902,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
NIVEA DEO BILLE BLACK/WHITE 50ML,000028975,Déodorants,,mention « déo / roll-on » (rayon PDF « PARFUME »)
IAP EDP (D) Nø32 OLYMPEA (MINI) 50ML,000024120,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
MKL DEO BIO ALOE VERA 50ML,000023718,Déodorants,,mention « déo / roll-on » (rayon PDF « PARFUME »)
IAP COFFRET PURE FLEUR,000020530,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP (D) NØ51 HUGO BOSS 150ML,000027912,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP (D) NØ55 AQUA DI GIO (MINI)50ML,000027915,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
NIVEA DEO ROLL WOM FRESH ENERGY/50ML,000028989,Déodorants,,mention « déo / roll-on » (rayon PDF « PARFUME »)
IAP EDP N 19FL 150ML CHLOE,000031296,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
NIVEA DEO ROLL WOM PEARL & BEAUTY 50ML,000028993,Déodorants,,mention « déo / roll-on » (rayon PDF « PARFUME »)
IAP EDP N°22 FL150MLFLOWER BY KENZO,000031298,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP KIDS PARF ENF MIXTE FL/100ML,000031300,Parfumerie,Eaux de parfum / toilette,rayon PDF « PARFUME »
IAP EDP (D) Nø69 ONE MILION (MINI) 50ML,000024204,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP N°15 FL30ML FRASCO,000032931,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP N°16 FL30L FRASCO,000032932,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP N°30 FL30ML FRASCO,000032933,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP N°40 FL30ML FRASCO,000032934,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP N° 48 FL30ML FRASCO,000032935,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP N°51 FL30ML FRASCO,000032936,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP N°55 FL30ML FRASCO,000032937,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP N°66 FL30ML FRASCO,000032938,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP N°69 FL30ML FRASCO,000032939,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
IAP EDP N°71 FL30ML FRASCO,000032940,Parfumerie,,mention EDP/EDT/brume/parfum (rayon PDF « PARFUME »)
DEODORANT BALEA VRAC 200ML,000025909,Déodorants,,mention « déo / roll-on » (rayon PDF « PARFUME »)
BIEN ETRE ESSENCE FRAICH/250ML,000033134,Parfumerie,Eaux de parfum / toilette,rayon PDF « PARFUME »
PARFUM BABY COLOGNE,000031162,Bébé & maternité,,"produit/marque bébé (BB, Baby, Biolane, Babymed, Corine de Farm, lingettes) (rayon PDF « PARFUME »)"
