rayon,produit,marque_deduite,code_barre,prix_cession,prix_public,stk_rayon,stk_magasin,stk_global,date_exp,deja_present_en_base,anomalie
HC-URIAG,URIAGE STICK LEVRES TB 4G,Uriage,000030718,2725.00,5075.00,1.00,0.00,1.00,31/12/00,Non,
HC-URIAG,URIAGE DEO PUIS 3ROLL ON 50ML,Uriage,000032242,4999.00,9072.00,1.00,0.00,1.00,31/12/00,Non,
HC-URIAG,URIAGE XEMOSE BAUE OLEO EX LAIT 500ML,Uriage,000032246,11987.00,21754.00,1.00,0.00,1.00,31/12/00,Non,
HC-URIAG,URIAGE 1ER LAIT HYDR VIS/ CORP FL500ML,Uriage,000032250,8212.00,14903.00,1.00,0.00,1.00,31/12/00,Non,
HC-URIAG,URIAGE HYSEAC FLUIDE SPF50+ 50ML,Uriage,000031167,6203.00,11257.00,1.00,0.00,1.00,31/12/00,Non,
HC-VIDOX,VIDOXA LAIT HYDRATANT UNIFIANT - 400ML,Vidoxa,000032561,9322.00,16500.00,7.00,0.00,7.00,31/12/00,Non,
HC-VIDOX,VIDOXA SERUM ANTI TACHES - 30ML,Vidoxa,000032562,7627.00,13500.00,10.00,0.00,10.00,31/12/00,Non,
HC-VIDOX,VIDOXA CREME NUIT REGENERANT UNIFIANT - 30ML,Vidoxa,000032565,5932.00,10500.00,10.00,0.00,10.00,31/12/00,Non,
HC-VIDOX,VIDOXA ANTI IMPERFECTIONS - 30ML,Vidoxa,000032566,6780.00,12000.00,11.00,0.00,11.00,31/12/00,Non,
HC-VIDOX,VIDOXA SAVON EXFOLIANT - 200G,Vidoxa,000032567,4000.00,6000.00,9.00,0.00,9.00,31/12/00,Non,
HC-VIDOX,VIDOXA FLUIDE JOUR/30ML,Vidoxa,000030857,5932.00,10500.00,10.00,0.00,10.00,31/12/00,Non,
HC-VWX,VEGEBOM (S-D) SAV PURIF PAIN 100G,Vegebom,000030795,1657.00,3007.00,1.00,0.00,1.00,31/12/00,Non,
HC-VWX,VEGEBOM SAV SURGRAS 100G,Vegebom,000030803,1898.00,3450.00,1.00,0.00,1.00,31/12/00,Non,
HC-VWX,VASELINE LAIT COCOA GLOW FL/400ML,Vaseline,000031891,1864.00,3500.00,1.00,0.00,1.00,31/12/00,Non,
HC-VWX,VERGETEX CR ANTI VERGETURE T/100G,Vergetex,000032409,2957.00,5400.00,1.00,0.00,1.00,31/12/00,Non,
HC-VWX,SHIELD VASELINE 100ML,Shield,000032848,1420.00,2130.00,2.00,0.00,2.00,31/12/00,Non,
HC-VWX,WILLIAMS GEL A RASER 3JOURS 200ML,Williams,000030941,3347.00,6200.00,3.00,0.00,3.00,31/12/00,Non,
HC-VWX,VALDA LAIT ADOUC BEURRE DE KARITE 250ML,Valda,000021623,900.00,1650.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,IAP EDP NX23 FL/150ML BURBERRY PARFUM,IAP (parfums génériques),000031517,7184.00,13000.00,3.00,0.00,3.00,31/12/00,Non,
PARFUME,IAP EDP N°52 FL30ML FRASCO,IAP (parfums génériques),000033019,2230.00,4000.00,4.00,0.00,4.00,31/12/00,Non,
PARFUME,PARIS CHIC EDP 100ML,(générique parfum),000031348,4000.00,7259.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,IAP EDP N° 57 FL30ML FRASCO,IAP (parfums génériques),000033018,2230.00,4000.00,4.00,0.00,4.00,31/12/00,Non,
PARFUME,IAP EDP N°75 FL30ML FRASCO,IAP (parfums génériques),000033020,2230.00,4000.00,3.00,0.00,3.00,31/12/00,Non,
PARFUME,IAP EDP N)76 FL30ML FRASCO,IAP (parfums génériques),000033017,2230.00,4000.00,3.00,0.00,3.00,31/12/00,Non,
PARFUME,IAP EDP N°32 + FL30ML FRASCO,IAP (parfums génériques),000033026,2230.00,4000.00,5.00,0.00,5.00,31/12/00,Non,
PARFUME,IAP EDP MINI N°40 BLACK OPIUM 50ML,IAP (parfums génériques),000033028,3608.00,6400.00,3.00,0.00,3.00,31/12/00,Non,
PARFUME,SAPHIR DORIENT EDP 50ML,Saphir d'Orient,000031355,4661.00,8500.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,UDV EAU DE PARFUM VARENSIA WHITE 50ML,UDV,000031369,4500.00,8167.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,BRUMES EXOTIQUES ORIENT - 250ML,Brumes Exotiques,000032568,4237.00,7500.00,5.00,0.00,5.00,31/12/00,Non,
PARFUME,BRUMES EXOTIQUES TAHITI,Brumes Exotiques,000032569,4237.00,7500.00,3.00,0.00,3.00,31/12/00,Non,
PARFUME,BRUMES EXOTIQUES PROVENCE,Brumes Exotiques,000032570,5000.00,7500.00,9.00,0.00,9.00,31/12/00,Non,
PARFUME,UDV EAU DE TOILETTE ORIENT ELIXIR 60ML,UDV,000031381,3390.00,6500.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,DOVE DEO GO FRESH CONCOMBRE/250ML,Dove,000026944,1780.00,2300.00,4.00,0.00,4.00,31/12/00,Non,
PARFUME,DOVE DEO ROLL ON ORIGINAL/50ML,Dove,000026952,918.00,1670.00,10.00,0.00,10.00,31/12/00,Non,
PARFUME,DOVE DEO ORIGINAL/250ML,Dove,000026955,1780.00,2729.00,6.00,0.00,6.00,31/12/00,Non,
PARFUME,BIEN ETRE LAVANDE FL/250ML,Bien Etre,000033135,5040.00,8950.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,ETIAXIL DETRANSPIRANT PEAUX SENS 15ML,Etiaxil,000027157,6512.00,11818.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,202 TERRE D'HERMES 50ML,(générique parfum),000032787,2800.00,4500.00,4.00,0.00,4.00,31/12/00,Non,
PARFUME,101 COCO MADAME 50ML,(générique parfum),000032784,2800.00,4500.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,102 LA VIE EST BELLE MAYANA 50ML,Mayana,000032785,2800.00,4500.00,3.00,0.00,3.00,31/12/00,Non,
PARFUME,103 BLACK OPIUM MAYANA 50ML,Mayana,000032786,2800.00,4500.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,OUD ISPAHAN MAYANA 50ML,Mayana,000032794,2800.00,4500.00,3.00,0.00,3.00,31/12/00,Non,
PARFUME,BRUME DAKAR MAYANA 150ML,Mayana,000032789,1050.00,1700.00,5.00,0.00,5.00,31/12/00,Non,
PARFUME,BRUME KAOLACK MAYANA 150ML,Mayana,000032790,1050.00,1700.00,5.00,0.00,5.00,31/12/00,Non,
PARFUME,BRUME THIES MAYANA 150ML,Mayana,000032792,1050.00,1700.00,5.00,0.00,5.00,31/12/00,Non,
PARFUME,BRUME SAINT LOUIS MAYANA 150ML,Mayana,000032791,1050.00,1700.00,5.00,0.00,5.00,31/12/00,Non,
PARFUME,BRUME ZIGUINCHOR MAYANA 150ML,Mayana,000032793,1050.00,1700.00,5.00,0.00,5.00,31/12/00,Non,
PARFUME,COTTON MUSK ORI EDP 100ML,(générique parfum),000031263,5932.00,10800.00,2.00,0.00,2.00,31/12/00,Non,
PARFUME,IAP EDP (D) Nø11 BE DELICIOUS 150ML,IAP (parfums génériques),000027891,6431.00,13772.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,MAYANA 204 ONE M PR 50ML,Mayana,000031440,2800.00,4500.00,6.00,0.00,6.00,31/12/00,Non,
PARFUME,IAP EDP (D) Nø15 NARCIS R. (MINI) 50ML,IAP (parfums génériques),000027892,3608.00,6400.00,3.00,0.00,3.00,31/12/00,Non,
PARFUME,IAP EDP (D) Nø16 COCO CHANNEL (MINI) 50ML,IAP (parfums génériques),000027893,3608.00,6400.00,3.00,0.00,3.00,31/12/00,Non,
PARFUME,NIVEA DEO ROLL DRY IMPACT 50ML,Nivea,000028969,1500.00,2300.00,6.00,0.00,6.00,31/12/00,Non,
PARFUME,NIVEA DEO ROLL DEEP DARKWOOD 72H 50ML,Nivea,000028971,1500.00,2300.00,6.00,0.00,6.00,31/12/00,Non,
PARFUME,NIVEA DEO ROLL FRESH NATUREL 48H 50ML,Nivea,000028972,1500.00,2300.00,6.00,0.00,6.00,31/12/00,Non,
PARFUME,IAP EDP (D) Nø30 LA VIE EST BELLE (MINI) 50ML,IAP (parfums génériques),000021128,3608.00,6400.00,3.00,0.00,3.00,31/12/00,Non,
PARFUME,IAP EDP (D) NØ30 LA VIE EST BELLE 150ML,IAP (parfums génériques),000027902,7588.00,13771.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,NIVEA DEO BILLE BLACK/WHITE 50ML,Nivea,000028975,1500.00,2300.00,6.00,0.00,6.00,31/12/00,Non,
PARFUME,IAP EDP (D) Nø32 OLYMPEA (MINI) 50ML,IAP (parfums génériques),000024120,3608.00,6400.00,5.00,0.00,5.00,31/12/00,Non,
PARFUME,MKL DEO BIO ALOE VERA 50ML,MKL,000023718,2519.00,4571.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,IAP COFFRET PURE FLEUR,IAP (parfums génériques),000020530,10078.00,15500.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,IAP EDP (D) NØ51 HUGO BOSS 150ML,IAP (parfums génériques),000027912,7588.00,13450.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,IAP EDP (D) NØ55 AQUA DI GIO (MINI)50ML,IAP (parfums génériques),000027915,3608.00,6400.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,NIVEA DEO ROLL WOM FRESH ENERGY/50ML,Nivea,000028989,1500.00,2300.00,6.00,0.00,6.00,31/12/00,Non,
PARFUME,IAP EDP N 19FL 150ML CHLOE,IAP (parfums génériques),000031296,7588.00,13771.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,NIVEA DEO ROLL WOM PEARL & BEAUTY 50ML,Nivea,000028993,1500.00,2300.00,6.00,0.00,6.00,31/12/00,Non,
PARFUME,IAP EDP N°22 FL150MLFLOWER BY KENZO,IAP (parfums génériques),000031298,7588.00,12597.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,IAP KIDS PARF ENF MIXTE FL/100ML,IAP (parfums génériques),000031300,3897.00,7100.00,6.00,0.00,6.00,31/12/00,Non,
PARFUME,IAP EDP (D) Nø69 ONE MILION (MINI) 50ML,IAP (parfums génériques),000024204,3608.00,6400.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,IAP EDP N°15 FL30ML FRASCO,IAP (parfums génériques),000032931,2230.00,4000.00,2.00,0.00,2.00,31/12/00,Non,
PARFUME,IAP EDP N°16 FL30L FRASCO,IAP (parfums génériques),000032932,2230.00,4000.00,5.00,0.00,5.00,31/12/00,Non,
PARFUME,IAP EDP N°30 FL30ML FRASCO,IAP (parfums génériques),000032933,2230.00,4000.00,7.00,0.00,7.00,31/12/00,Non,
PARFUME,IAP EDP N°40 FL30ML FRASCO,IAP (parfums génériques),000032934,2230.00,4000.00,4.00,0.00,4.00,31/12/00,Non,
PARFUME,IAP EDP N° 48 FL30ML FRASCO,IAP (parfums génériques),000032935,2230.00,4000.00,6.00,0.00,6.00,31/12/00,Non,
PARFUME,IAP EDP N°51 FL30ML FRASCO,IAP (parfums génériques),000032936,2230.00,4000.00,8.00,0.00,8.00,31/12/00,Non,
PARFUME,IAP EDP N°55 FL30ML FRASCO,IAP (parfums génériques),000032937,2230.00,4000.00,3.00,0.00,3.00,31/12/00,Non,
PARFUME,IAP EDP N°66 FL30ML FRASCO,IAP (parfums génériques),000032938,2230.00,4000.00,4.00,0.00,4.00,31/12/00,Non,
PARFUME,IAP EDP N°69 FL30ML FRASCO,IAP (parfums génériques),000032939,2230.00,4000.00,3.00,0.00,3.00,31/12/00,Non,
PARFUME,IAP EDP N°71 FL30ML FRASCO,IAP (parfums génériques),000032940,2230.00,4000.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,DEODORANT BALEA VRAC 200ML,Balea,000025909,1250.00,2000.00,7.00,0.00,7.00,31/12/00,Non,
PARFUME,BIEN ETRE ESSENCE FRAICH/250ML,Bien Etre,000033134,5040.00,8950.00,1.00,0.00,1.00,31/12/00,Non,
PARFUME,PARFUM BABY COLOGNE,(ambigu — voir nom),000031162,1000.00,1650.00,1.00,0.00,1.00,31/12/00,Non,
